bunch_number,peak_lumi,intensity_beam_1,intensity_beam_2,pileup
0,4.604532E-4,0.0,0.0,0.00328
1,7.311961E-4,0.0,1.412,0.0052
2,-2.8253038E-4,0.0,1.401,-0.00201
3,-2.2047413E-4,0.0,1.514,-0.00157
4,9.6266484E-4,0.0,1.488,0.00685
5,4.2720497E-4,0.0,1.486,0.00304
6,-5.482517E-4,0.0,1.388,-0.0039
7,0.0029951392,0.0,1.515,0.0213
8,-0.0032834841,0.0,1.476,-0.0234
9,-6.998508E-5,0.0,1.514,-4.98E-4
10,0.005350951,0.0,1.615,0.0381
11,-0.0014384999,0.0,1.289,-0.0102
12,-0.0024577766,0.0,1.288,-0.0175
13,0.008514393,1.372,0.0,0.0606
14,0.0062414636,1.399,0.0,0.0444
15,-0.0016669558,1.523,0.0,-0.0119
16,0.00319817,1.537,0.0,0.0228
17,0.0031648162,1.495,0.0,0.0225
18,1.5033048E-4,1.402,0.0,0.00107
19,0.0017183874,1.555,0.0,0.0122
20,0.0037383873,1.457,0.0,0.0266
21,-4.918513E-4,1.479,0.0,-0.0035
22,-5.921245E-4,1.458,0.0,-0.00421
23,0.002326158,1.503,0.0,0.0165
24,-1.0555906E-4,1.534,0.0,-7.51E-4
25,2.438906E-4,0.0,0.0,0.00174
26,7.6544855E-4,0.0,0.0,0.00545
27,4.765751E-4,0.0,0.0,0.00339
28,5.225623E-4,0.0,0.0,0.00372
29,0.001498019,0.0,0.0,0.0107
30,-1.2775976E-4,0.0,0.0,-9.09E-4
31,-1.4388171E-4,0.0,0.0,-0.00102
32,3.6752736E-4,0.0,0.0,0.00261
33,4.397325E-4,0.0,0.0,0.00313
34,-2.0556795E-4,0.0,0.0,-0.00146
35,-4.6420615E-4,0.0,0.0,-0.0033
36,0.001544799,0.0,0.0,0.011
37,2.5805677E-4,0.0,0.0,0.00184
38,3.2006015E-4,0.0,0.0,0.00228
39,7.799319E-4,0.0,0.0,0.00555
40,0.0017081328,0.0,0.0,0.0122
41,8.5895584E-4,0.0,0.0,0.00611
42,8.525599E-4,0.0,0.0,0.00607
43,5.845657E-4,0.0,0.0,0.00416
44,0.001792654,0.0,0.0,0.0128
45,-6.9033616E-4,0.0,0.0,-0.00491
46,-6.1178795E-4,0.0,0.0,-0.00435
47,4.9798295E-4,0.0,0.0,0.00354
48,5.772183E-4,0.0,0.0,0.00411
49,6.5613654E-4,0.0,0.0,0.00467
50,0.0016032609,0.0,0.0,0.0114
51,0.0014696338,0.0,0.0,0.0105
52,0.002187615,0.0,0.0,0.0156
53,7.15497E-4,0.0,0.0,0.00509
54,0.0020422004,0.0,0.0,0.0145
55,-1.3288707E-4,0.0,0.0,-9.45E-4
56,0.001144552,0.0,0.0,0.00814
57,5.0337455E-4,0.0,0.0,0.00358
58,6.382702E-4,0.0,0.0,0.00454
59,0.0010732983,0.0,0.0,0.00764
60,0.0017170659,0.0,0.0,0.0122
61,0.0013829453,0.0,0.0,0.00984
62,0.0016652643,0.0,0.0,0.0118
63,0.0011822403,0.0,0.0,0.00841
64,5.7690113E-4,0.0,0.0,0.0041
65,4.3798817E-4,0.0,0.0,0.00312
66,8.611759E-4,0.0,0.0,0.00613
67,0.002012811,0.0,0.0,0.0143
68,0.001204124,0.0,0.0,0.00857
69,3.4210228E-4,0.0,0.0,0.00243
70,3.3554778E-4,0.0,0.0,0.00239
71,0.0019559348,0.0,0.0,0.0139
72,6.2082685E-4,0.0,0.0,0.00442
73,2.6297264E-4,0.0,0.0,0.00187
74,2.8052175E-4,0.0,0.0,0.002
75,0.00139653,0.0,0.0,0.00993
76,0.001256137,0.0,0.0,0.00894
77,2.3839327E-4,0.0,0.0,0.0017
78,0.001076047,0.0,0.0,0.00765
79,0.0016879935,0.0,0.0,0.012
80,0.0013445698,0.0,0.0,0.00957
81,0.001022501,0.0,0.0,0.00727
82,0.0011830332,0.0,0.0,0.00842
83,3.188444E-4,0.0,0.0,0.00227
84,0.0010784785,0.0,0.0,0.00767
85,2.0287215E-4,0.0,0.0,0.00144
86,8.2454475E-4,0.0,0.0,0.00587
87,3.8454792E-4,0.0,0.0,0.00274
88,0.0025176655,0.0,0.0,0.0179
89,2.0049351E-4,0.0,0.0,0.00143
90,0.0011899049,0.0,0.0,0.00846
91,0.0015782586,0.0,0.0,0.0112
92,6.926091E-4,0.0,0.0,0.00493
93,0.0022263078,0.0,0.0,0.0158
94,9.20272E-4,0.0,0.0,0.00655
95,0.0011141053,0.0,0.0,0.00793
96,0.0019490633,0.0,0.0,0.0139
97,6.152767E-4,0.0,0.0,0.00438
98,6.297071E-4,0.0,0.0,0.00448
99,0.0017924955,0.0,0.0,0.0128
100,5.63105E-4,0.0,0.0,0.00401
101,0.002842906,0.0,0.0,0.0202
102,0.0021395665,0.0,0.0,0.0152
103,5.200251E-4,0.0,0.0,0.0037
104,0.0021666302,0.0,0.0,0.0154
105,6.8140303E-4,0.0,0.0,0.00485
106,0.0010872002,0.0,0.0,0.00773
107,2.1444823E-4,0.0,0.0,0.00153
108,8.531942E-4,0.0,0.0,0.00607
109,0.0017252062,0.0,0.0,0.0123
110,7.477937E-4,0.0,0.0,0.00532
111,8.22589E-4,0.0,0.0,0.00585
112,0.0015692197,0.0,0.0,0.0112
113,3.7846916E-5,0.0,0.0,2.69E-4
